fact_id,question,template,gold_answer,direct_model_answer,relative_model_answer,direct_correct,relative_correct,model
run_0019,Does First U.S. income tax enacted occur before Louvre Museum opens?,int.precedes,no,No,Yes,1,0,gemini:gemini-2.0-flash
run_0019,Which events happened between Shakespeare's Globe opens and Federal Reserve Act signed?,list.between,"Deepwater Horizon spill, First U.S. income tax enacted, Nepal earthquake, First Online University Founded, Black Monday market crash, First Commercial Drone Delivery",,"Six‑Day War begins, First photograph taken",0,0,gemini:gemini-2.0-flash
run_0020,List the events in chronological order.,order.full,"Sputnik Launch Spurs U.S. Education Reform, First Satellite Communication, Nobel to Toni Morrison, First Wimbledon tournament, First GPS satellite launched, First successful gene therapy, First comet landing by Rosetta, First Automobile Invented, Moon Landing, Founding of the United Nations, New Horizons launched to Pluto, Spinning Jenny invented, French Revolution begins, First image of black hole released, Human genome project launched","Sputnik Launch Spurs U.S. Education Reform, First Satellite Communication, Nobel to Toni Morrison, First Wimbledon tournament, First GPS satellite launched, First successful gene therapy, First comet landing by Rosetta, First Automobile Invented, Moon Landing, Founding of the United Nations, New Horizons launched to Pluto, Spinning Jenny invented, French Revolution begins, First image of black hole released, Human genome project launched","New Horizons launched to Pluto, Spinning Jenny invented, French Revolution begins, First comet landing by Rosetta, First Automobile Invented, Moon Landing, Founding of the United Nations, Sputnik Launch Spurs U.S. Education Reform, First Satellite Communication, Nobel to Toni Morrison, First Wimbledon tournament, First GPS satellite launched, First successful gene therapy, First image of black hole released, Human genome project launched",1,0,gemini:gemini-2.0-flash
run_0020,What is the reverse order of the events?,order.reverse,"Human genome project launched, First image of black hole released, French Revolution begins, Spinning Jenny invented, New Horizons launched to Pluto, Founding of the United Nations, Moon Landing, First Automobile Invented, First comet landing by Rosetta, First successful gene therapy, First GPS satellite launched, First Wimbledon tournament, Nobel to Toni Morrison, First Satellite Communication, Sputnik Launch Spurs U.S. Education Reform","Human genome project launched, First image of black hole released, Spinning Jenny invented, French Revolution begins, New Horizons launched to Pluto, Founding of the United Nations, Moon Landing, First Automobile Invented, First comet landing by Rosetta, First successful gene therapy, First GPS satellite launched, First Wimbledon tournament, Nobel to Toni Morrison, First Satellite Communication, Sputnik Launch Spurs U.S. Education Reform","Spinning Jenny invented, First successful gene therapy, First GPS satellite launched, Human genome project launched, First image of black hole released, New Horizons launched to Pluto, Nobel to Toni Morrison, First Satellite Communication, Founding of the United Nations, Moon Landing, First Automobile Invented, First comet landing by Rosetta, First Wimbledon tournament, French Revolution begins, Sputnik Launch Spurs U.S. Education Reform",0,0,gemini:gemini-2.0-flash
run_0020,Tell me the 13th event in order.,order.nth,French Revolution begins,French Revolution begins,First image of black hole released,1,0,gemini:gemini-2.0-flash
run_0020,How long did First GPS satellite launched last?,dur.single,26 days,26 days,26 days,1,1,gemini:gemini-2.0-flash
run_0020,What event had the maximum duration?,dur.longest,First comet landing by Rosetta,First comet landing by Rosetta,First comet landing by Rosetta,1,1,gemini:gemini-2.0-flash
run_0020,Identify the shortest-lasting event.,dur.shortest,First image of black hole released,First image of black hole released,First image of black hole released,1,1,gemini:gemini-2.0-flash
run_0020,Which of First image of black hole released and Sputnik Launch Spurs U.S. Education Reform occurred first?,order.first,Sputnik Launch Spurs U.S. Education Reform,Sputnik Launch Spurs U.S. Education Reform,First image of black hole released,1,0,gemini:gemini-2.0-flash
run_0020,Identify the earliest and latest events.,order.first_last,"Sputnik Launch Spurs U.S. Education Reform, Human genome project launched","Sputnik Launch Spurs U.S. Education Reform, Human genome project launched","New Horizons launched to Pluto, Human genome project launched",1,0,gemini:gemini-2.0-flash
run_0020,Name events that happened over 2 times.,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0020,List events that occurred equally often.,count.same,"Sputnik Launch Spurs U.S. Education Reform, First Satellite Communication, Nobel to Toni Morrison, First Wimbledon tournament, First GPS satellite launched, First successful gene therapy, First comet landing by Rosetta, First Automobile Invented, Moon Landing, Founding of the United Nations, New Horizons launched to Pluto, Spinning Jenny invented, French Revolution begins, First image of black hole released, Human genome project launched",,,0,0,gemini:gemini-2.0-flash
run_0020,How many days passed between New Horizons launched to Pluto ending and First successful gene therapy starting?,int.between,0 days,345 days,55 days,0,0,gemini:gemini-2.0-flash
run_0020,Count of events in the timeline?,order.count,15,15,15,1,1,gemini:gemini-2.0-flash
run_0020,What event sits at the midpoint of the timeline?,order.middle,First Automobile Invented,First comet landing by Rosetta,First Satellite Communication,0,0,gemini:gemini-2.0-flash
run_0020,What is the average duration of all events?,dur.average,19 days,20 days,21 days,1,0,gemini:gemini-2.0-flash
run_0020,Order the events by shortest to longest duration.,dur.each_asc,"First image of black hole released, French Revolution begins, First successful gene therapy, Sputnik Launch Spurs U.S. Education Reform, Nobel to Toni Morrison, Human genome project launched, New Horizons launched to Pluto, First Wimbledon tournament, Founding of the United Nations, Moon Landing, Spinning Jenny invented, First Satellite Communication, First GPS satellite launched, First comet landing by Rosetta, First Automobile Invented","First image of black hole released, French Revolution begins, First Satellite Communication, Nobel to Toni Morrison, First successful gene therapy, First GPS satellite launched, First Automobile Invented, Moon Landing, Spinning Jenny invented, First comet landing by Rosetta, First Wimbledon tournament, New Horizons launched to Pluto, Human genome project launched, Sputnik Launch Spurs U.S. Education Reform","First image of black hole released, French Revolution begins, First successful gene therapy, Nobel to Toni Morrison, Human genome project launched, New Horizons launched to Pluto, Spinning Jenny invented, Moon Landing, Founding of the United Nations, First Satellite Communication, First comet landing by Rosetta, First GPS satellite launched, First Automobile Invented, First Wimbledon tournament, Sputnik Launch Spurs U.S. Education Reform",0,0,gemini:gemini-2.0-flash
run_0020,Order the events by longest to shortest duration.,dur.each_desc,"First comet landing by Rosetta, First Automobile Invented, First Satellite Communication, First GPS satellite launched, Moon Landing, Spinning Jenny invented, First Wimbledon tournament, Founding of the United Nations, New Horizons launched to Pluto, Human genome project launched, Nobel to Toni Morrison, Sputnik Launch Spurs U.S. Education Reform, First successful gene therapy, French Revolution begins, First image of black hole released","First comet landing by Rosetta, First GPS satellite launched, First Automobile Invented, Moon Landing, Nobel to Toni Morrison, First Wimbledon tournament, Spinning Jenny invented, Founding of the United Nations, Human genome project launched, Sputnik Launch Spurs U.S. Education Reform, First successful gene therapy, New Horizons launched to Pluto, First Satellite Communication, French Revolution begins, First image of black hole released","First Automobile Invented, First comet landing by Rosetta, First Satellite Communication, First GPS satellite launched, Moon Landing, Spinning Jenny invented, Founding of the United Nations, New Horizons launched to Pluto, Human genome project launched, Nobel to Toni Morrison, First successful gene therapy, First Wimbledon tournament, French Revolution begins, Sputnik Launch Spurs U.S. Education Reform, First image of black hole released",0,0,gemini:gemini-2.0-flash
run_0020,List the days between each pair of consecutive events.,int.between_consecutive,"7 days, 1 days, 2 days, 9 days, 13 days, 5 days, 14 days, 11 days, 8 days, 15 days, 12 days, 15 days, 2 days, 9 days",,"13 days, 22 days, 16 days, 3 days, 9 days, 6 days, 15 days, 12 days, 9 days, 8 days, 2 days, 3 days, 10 days, 14 days, 6 days, 10 days",0,0,gemini:gemini-2.0-flash
run_0020,"Which comes first, French Revolution begins or Founding of the United Nations?",int.precedes,no,Founding of the United Nations,French Revolution begins,0,0,gemini:gemini-2.0-flash
run_0020,What events fall between First successful gene therapy and Spinning Jenny invented?,list.between,"First comet landing by Rosetta, First Automobile Invented, Moon Landing, Founding of the United Nations, New Horizons launched to Pluto","First comet landing by Rosetta, First Automobile Invented, Moon Landing, Founding of the United Nations, New Horizons launched to Pluto","New Horizons launched to Pluto, Founding of the United Nations, Moon Landing, First Automobile Invented, First comet landing by Rosetta, First GPS satellite launched, First Wimbledon tournament, Nobel to Toni Morrison, First Satellite Communication, Sputnik Launch Spurs U.S. Education Reform, First image of black hole released, Human genome project launched, French Revolution begins",1,0,gemini:gemini-2.0-flash
run_0021,Provide the events from earliest to latest.,order.full,"First 4G network launched, No Child Left Behind Act Signed, Establishment of the People’s Republic of China, X-rays discovered, First private spacecraft docks with ISS, Explorer 1 detects radiation belts, Introduction of High-Speed Rail, Beowulf manuscript created, First spacewalk by Alexei Leonov, Treaty of Versailles signed, First blood type classification, DACA Implemented, Title IX Enacted, Sputnik 1 launched, Brown v. Board Decision, American Civil War ends, First blood transfusion, First Newspaper Published, Americans with Disabilities Act, Apollo 11 Moon landing, Title IX Enacted","Treaty of Versailles signed, First blood type classification, DACA Implemented, Title IX Enacted, Sputnik 1 launched, Brown v. Board Decision, American Civil War ends, First blood transfusion, First Newspaper Published, Americans with Disabilities Act, Apollo 11 Moon landing, Title IX Enacted","Brown v. Board Decision, American Civil War ends, First blood transfusion, First Newspaper Published, Americans with Disabilities Act, Apollo 11 Moon landing, Treaty of Versailles signed, First blood type classification, First 4G network launched, No Child Left Behind Act Signed, Establishment of the People’s Republic of China, X-rays discovered, First private spacecraft docks with ISS, Introduction of High-Speed Rail, Beowulf manuscript created, First spacewalk by Alexei Leonov, DACA Implemented, Title IX Enacted, Sputnik 1 launched, Explorer 1 detects radiation belts",0,0,gemini:gemini-2.0-flash
run_0021,What is the reverse order of the events?,order.reverse,"Title IX Enacted, Apollo 11 Moon landing, Americans with Disabilities Act, First Newspaper Published, First blood transfusion, American Civil War ends, Brown v. Board Decision, Sputnik 1 launched, Title IX Enacted, DACA Implemented, First blood type classification, Treaty of Versailles signed, First spacewalk by Alexei Leonov, Beowulf manuscript created, Introduction of High-Speed Rail, Explorer 1 detects radiation belts, First private spacecraft docks with ISS, X-rays discovered, Establishment of the People’s Republic of China, No Child Left Behind Act Signed, First 4G network launched","Title IX Enacted, Americans with Disabilities Act, Apollo 11 Moon landing, First blood transfusion, First Newspaper Published, American Civil War ends, Brown v. Board Decision, Sputnik 1 launched, DACA Implemented, Title IX Enacted, First blood type classification, Treaty of Versailles signed, First spacewalk by Alexei Leonov, Beowulf manuscript created, Introduction of High-Speed Rail, Explorer 1 detects radiation belts, First private spacecraft docks with ISS, X-rays discovered, Establishment of the People’s Republic of China, No Child Left Behind Act Signed, First 4G network launched","First private spacecraft docks with ISS, Explorer 1 detects radiation belts, Beowulf manuscript created, Introduction of High-Speed Rail, X-rays discovered, Establishment of the People’s Republic of China, Sputnik 1 launched, Title IX Enacted, DACA Implemented, Apollo 11 Moon landing, Americans with Disabilities Act, No Child Left Behind Act Signed, First 4G network launched, First blood type classification, Treaty of Versailles signed, First spacewalk by Alexei Leonov, First blood transfusion, First Newspaper Published, American Civil War ends, Brown v. Board Decision",0,0,gemini:gemini-2.0-flash
run_0021,Identify the 11th event chronologically.,order.nth,First blood type classification,Title IX Enacted,First blood type classification,0,1,gemini:gemini-2.0-flash
run_0021,What was the duration of Introduction of High-Speed Rail?,dur.single,6 days,6 days,6 days,1,1,gemini:gemini-2.0-flash
run_0021,Identify the longest-lasting event.,dur.longest,X-rays discovered,First Newspaper Published,"Sputnik 1 launched, Establishment of the People’s Republic of China, X-rays discovered",0,0,gemini:gemini-2.0-flash
run_0021,Which event lasted the shortest?,dur.shortest,DACA Implemented,DACA Implemented,DACA Implemented,1,1,gemini:gemini-2.0-flash
run_0021,Which event came first: DACA Implemented or Beowulf manuscript created?,order.first,Beowulf manuscript created,Beowulf manuscript created,Beowulf manuscript created,1,1,gemini:gemini-2.0-flash
run_0021,Which events are at the start and end of the timeline?,order.first_last,"First 4G network launched, Title IX Enacted","First 4G network launched, Title IX Enacted","American Civil War ends, First private spacecraft docks with ISS",1,0,gemini:gemini-2.0-flash
run_0021,Which items exceed 3 occurrences?,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0021,Which events have the same occurrence count?,count.same,"First 4G network launched, No Child Left Behind Act Signed, Establishment of the People’s Republic of China, X-rays discovered, First private spacecraft docks with ISS, Explorer 1 detects radiation belts, Introduction of High-Speed Rail, Beowulf manuscript created, First spacewalk by Alexei Leonov, Treaty of Versailles signed, First blood type classification, DACA Implemented, Sputnik 1 launched, Brown v. Board Decision, American Civil War ends, First blood transfusion, First Newspaper Published, Americans with Disabilities Act, Apollo 11 Moon landing",Title IX Enacted,,0,0,gemini:gemini-2.0-flash
run_0021,Days between end of American Civil War ends and start of Introduction of High-Speed Rail?,int.between,0 days,153 days,120 days,0,0,gemini:gemini-2.0-flash
run_0021,Total number of events?,order.count,21,21,21,1,1,gemini:gemini-2.0-flash
run_0021,Which event is in the middle of the sequence?,order.middle,First blood type classification,First blood transfusion,First blood type classification,0,1,gemini:gemini-2.0-flash
run_0021,Compute the mean event duration.,dur.average,16 days,17 days,16 days,1,1,gemini:gemini-2.0-flash
run_0021,"Which events, sorted by increasing duration, occurred?",dur.each_asc,"DACA Implemented, American Civil War ends, First private spacecraft docks with ISS, First spacewalk by Alexei Leonov, Title IX Enacted, Introduction of High-Speed Rail, First 4G network launched, No Child Left Behind Act Signed, Title IX Enacted, Treaty of Versailles signed, Americans with Disabilities Act, First Newspaper Published, First blood type classification, First blood transfusion, Explorer 1 detects radiation belts, Beowulf manuscript created, Brown v. Board Decision, Apollo 11 Moon landing, Sputnik 1 launched, Establishment of the People’s Republic of China, X-rays discovered","DACA Implemented, American Civil War ends, First private spacecraft docks with ISS, Title IX Enacted, Introduction of High-Speed Rail, Title IX Enacted, Beowulf manuscript created, No Child Left Behind Act Signed, First 4G network launched, Treaty of Versailles signed, First blood type classification, First blood transfusion, First Newspaper Published, X-rays discovered, Sputnik 1 launched, Brown v. Board Decision, Apollo 11 Moon landing, Explorer 1 detects radiation belts, Americans with Disabilities Act, First spacewalk by Alexei Leonov, Establishment of the People’s Republic of China","DACA Implemented, First spacewalk by Alexei Leonov, First private spacecraft docks with ISS, Title IX Enacted, Introduction of High-Speed Rail, Americans with Disabilities Act, No Child Left Behind Act Signed, Treaty of Versailles signed, First blood type classification, First blood transfusion, Sputnik 1 launched, Beowulf manuscript created, Brown v. Board Decision, X-rays discovered, Establishment of the People’s Republic of China, Apollo 11 Moon landing, Explorer 1 detects radiation belts, First Newspaper Published, American Civil War ends, First 4G network launched",0,0,gemini:gemini-2.0-flash
run_0021,List events with durations in descending order.,dur.each_desc,"X-rays discovered, Establishment of the People’s Republic of China, Sputnik 1 launched, Apollo 11 Moon landing, Beowulf manuscript created, Brown v. Board Decision, Explorer 1 detects radiation belts, First blood type classification, First blood transfusion, First Newspaper Published, Treaty of Versailles signed, Americans with Disabilities Act, No Child Left Behind Act Signed, Title IX Enacted, First 4G network launched, Introduction of High-Speed Rail, First private spacecraft docks with ISS, First spacewalk by Alexei Leonov, Title IX Enacted, DACA Implemented, American Civil War ends","First Newspaper Published, Sputnik 1 launched, X-rays discovered, First blood transfusion, Treaty of Versailles signed, Apollo 11 Moon landing, Americans with Disabilities Act, First blood type classification, Beowulf manuscript created, First 4G network launched, No Child Left Behind Act Signed, Brown v. Board Decision, Explorer 1 detects radiation belts, Title IX Enacted, Introduction of High-Speed Rail, Title IX Enacted, American Civil War ends, DACA Implemented, First spacewalk by Alexei Leonov, First private spacecraft docks with ISS","X-rays discovered, Sputnik 1 launched, Establishment of the People’s Republic of China, Beowulf manuscript created, Explorer 1 detects radiation belts, First blood type classification, First blood transfusion, Americans with Disabilities Act, No Child Left Behind Act Signed, Treaty of Versailles signed, Title IX Enacted, First 4G network launched, Introduction of High-Speed Rail, First private spacecraft docks with ISS, First spacewalk by Alexei Leonov, DACA Implemented, American Civil War ends",0,0,gemini:gemini-2.0-flash
run_0021,List the days between each pair of consecutive events.,int.between_consecutive,"0 days, 8 days, 0 days, 5 days, 16 days, 15 days, 2 days, 5 days, 9 days, 7 days, 15 days, 11 days, 6 days, 10 days, 13 days, 15 days, 6 days, 3 days, 9 days, 7 days",,"7 days, 4 days, 10 days, 8 days, 12 days, 7 days, 11 days, 14 days, 16 days, 10 days, 8 days, 6 days, 3 days, 6 days, 17 days, 16 days, 1 days, 6 days, 17 days",0,0,gemini:gemini-2.0-flash
run_0021,Does First private spacecraft docks with ISS precede Brown v. Board Decision?,int.precedes,yes,Yes,Yes,1,1,gemini:gemini-2.0-flash
run_0021,Which events happened between First private spacecraft docks with ISS and First blood type classification?,list.between,"Explorer 1 detects radiation belts, Introduction of High-Speed Rail, Beowulf manuscript created, First spacewalk by Alexei Leonov, Treaty of Versailles signed","X-rays discovered, Establishment of the People’s Republic of China, Beowulf manuscript created, First spacewalk by Alexei Leonov, Treaty of Versailles signed","Explorer 1 detects radiation belts, Introduction of High-Speed Rail, Beowulf manuscript created, First spacewalk by Alexei Leonov, Treaty of Versailles signed",0,1,gemini:gemini-2.0-flash
run_0022,List the events in chronological order.,order.full,"Every Student Succeeds Act Signed, Bretton Woods Conference held, Colosseum inaugurated, Facebook launched, First Man on the Moon, Barack Obama elected US President, Polio vaccine approved, First private spacecraft docks with ISS, Women's Suffrage in U.S., First photograph of Earth from Moon, Telephone Invented, First Telegraph Message Sent, Louvre Museum opens, Loving v. Virginia Decision, Six‑Day War begins, First artificial heart transplant, Russia invades Ukraine, First malaria vaccine approved, First Smartphone Released, COVID‑19 WHO pandemic declaration, First blood type classification","Bretton Woods Conference held, Every Student Succeeds Act Signed, Colosseum inaugurated, Facebook launched, First Man on the Moon, Barack Obama elected US President, Polio vaccine approved, First private spacecraft docks with ISS, Women's Suffrage in U.S., First photograph of Earth from Moon, Telephone Invented, First Telegraph Message Sent, Louvre Museum opens, Loving v. Virginia Decision, Six‑Day War begins, First artificial heart transplant, Russia invades Ukraine, First malaria vaccine approved, First Smartphone Released, COVID‑19 WHO pandemic declaration, First blood type classification","Telephone Invented, First Telegraph Message Sent, Louvre Museum opens, Loving v. Virginia Decision, Six‑Day War begins, First artificial heart transplant, Russia invades Ukraine, First malaria vaccine approved, First Smartphone Released, COVID‑19 WHO pandemic declaration, First blood type classification, First private spacecraft docks with ISS, Women's Suffrage in U.S., First photograph of Earth from Moon, Polio vaccine approved, Bretton Woods Conference held, Every Student Succeeds Act Signed, Colosseum inaugurated, Facebook launched, First Man on the Moon, Barack Obama elected US President",1,0,gemini:gemini-2.0-flash
run_0022,Provide the events from latest to earliest.,order.reverse,"First blood type classification, COVID‑19 WHO pandemic declaration, First Smartphone Released, First malaria vaccine approved, Russia invades Ukraine, First artificial heart transplant, Six‑Day War begins, Loving v. Virginia Decision, Louvre Museum opens, First Telegraph Message Sent, Telephone Invented, First photograph of Earth from Moon, Women's Suffrage in U.S., First private spacecraft docks with ISS, Polio vaccine approved, Barack Obama elected US President, First Man on the Moon, Facebook launched, Colosseum inaugurated, Bretton Woods Conference held, Every Student Succeeds Act Signed","First blood type classification, COVID‑19 WHO pandemic declaration, First Smartphone Released, First malaria vaccine approved, Russia invades Ukraine, First artificial heart transplant, Six‑Day War begins, Loving v. Virginia Decision, Louvre Museum opens, First Telegraph Message Sent, Telephone Invented, First photograph of Earth from Moon, Women's Suffrage in U.S., First private spacecraft docks with ISS, Polio vaccine approved, Barack Obama elected US President, First Man on the Moon, Facebook launched, Colosseum inaugurated, Bretton Woods Conference held, Every Student Succeeds Act Signed","COVID‑19 WHO pandemic declaration, First blood type classification, First Smartphone Released, First malaria vaccine approved, Russia invades Ukraine, First artificial heart transplant, Women's Suffrage in U.S., First photograph of Earth from Moon, First private spacecraft docks with ISS, Barack Obama elected US President, Polio vaccine approved, First Man on the Moon, Facebook launched, Colosseum inaugurated, Bretton Woods Conference held, Every Student Succeeds Act Signed, Six‑Day War begins, Loving v. Virginia Decision, Louvre Museum opens, First Telegraph Message Sent, Telephone Invented",1,0,gemini:gemini-2.0-flash
run_0022,Identify the 13th event chronologically.,order.nth,Louvre Museum opens,First Smartphone Released,First malaria vaccine approved,0,0,gemini:gemini-2.0-flash
run_0022,How long did First private spacecraft docks with ISS last?,dur.single,30 days,29 days,30 days,1,1,gemini:gemini-2.0-flash
run_0022,Which event lasted the longest?,dur.longest,First private spacecraft docks with ISS,First private spacecraft docks with ISS,First private spacecraft docks with ISS,1,1,gemini:gemini-2.0-flash
run_0022,Which event lasted the shortest?,dur.shortest,First artificial heart transplant,First artificial heart transplant,First artificial heart transplant,1,1,gemini:gemini-2.0-flash
run_0022,"What occurred earlier, Barack Obama elected US President or Six‑Day War begins?",order.first,Barack Obama elected US President,Barack Obama elected US President,Six‑Day War begins,1,0,gemini:gemini-2.0-flash
run_0022,What is the first and last event?,order.first_last,"Every Student Succeeds Act Signed, First blood type classification","Bretton Woods Conference held, Russia invades Ukraine","Telephone Invented, COVID‑19 WHO pandemic declaration",0,0,gemini:gemini-2.0-flash
run_0022,Which events occurred more than 3 times?,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0022,List events that occurred equally often.,count.same,"Every Student Succeeds Act Signed, Bretton Woods Conference held, Colosseum inaugurated, Facebook launched, First Man on the Moon, Barack Obama elected US President, Polio vaccine approved, First private spacecraft docks with ISS, Women's Suffrage in U.S., First photograph of Earth from Moon, Telephone Invented, First Telegraph Message Sent, Louvre Museum opens, Loving v. Virginia Decision, Six‑Day War begins, First artificial heart transplant, Russia invades Ukraine, First malaria vaccine approved, First Smartphone Released, COVID‑19 WHO pandemic declaration, First blood type classification",,,0,0,gemini:gemini-2.0-flash
run_0022,What is the duration between the end of First Man on the Moon and the start of First Telegraph Message Sent?,int.between,218 days,220 days,49 days,0,0,gemini:gemini-2.0-flash
run_0022,How many events are there?,order.count,21,21,20,1,0,gemini:gemini-2.0-flash
run_0022,Which event is in the middle of the sequence?,order.middle,Telephone Invented,First photograph of Earth from Moon,First Man on the Moon,0,0,gemini:gemini-2.0-flash
run_0022,"On average, how many days did events last?",dur.average,17 days,21 days,20 days,0,0,gemini:gemini-2.0-flash
run_0022,"Which events, sorted by increasing duration, occurred?",dur.each_asc,"First artificial heart transplant, Every Student Succeeds Act Signed, Colosseum inaugurated, Six‑Day War begins, Loving v. Virginia Decision, COVID‑19 WHO pandemic declaration, First Telegraph Message Sent, Facebook launched, First Man on the Moon, First Smartphone Released, First malaria vaccine approved, Louvre Museum opens, First photograph of Earth from Moon, Polio vaccine approved, Telephone Invented, Bretton Woods Conference held, First blood type classification, Women's Suffrage in U.S., Russia invades Ukraine, Barack Obama elected US President, First private spacecraft docks with ISS","Every Student Succeeds Act Signed, First artificial heart transplant, Colosseum inaugurated, Loving v. Virginia Decision, COVID‑19 WHO pandemic declaration, Six‑Day War begins, First Smartphone Released, First Man on the Moon, Facebook launched, First malaria vaccine approved, Polio vaccine approved, First blood type classification, Women's Suffrage in U.S., Telephone Invented, First photograph of Earth from Moon, First private spacecraft docks with ISS, Russia invades Ukraine","""Every Student Succeeds Act Signed"", ""First artificial heart transplant"", ""Six‑Day War begins"", ""COVID‑19 WHO pandemic declaration"", ""Facebook launched"", ""First Man on the Moon"", ""First Smartphone Released"", ""First malaria vaccine approved"", ""First photograph of Earth from Moon"", ""Telephone Invented"", ""Polio vaccine approved"", ""Women's Suffrage in U.S."", ""Barack Obama elected US President"", ""First private spacecraft docks with ISS"", ""Russia invades Ukraine"", ""First blood type classification"", ""Louvre Museum opens"", ""Colosseum inaugurated""",0,0,gemini:gemini-2.0-flash
run_0022,Order the events by longest to shortest duration.,dur.each_desc,"First private spacecraft docks with ISS, Barack Obama elected US President, Women's Suffrage in U.S., Russia invades Ukraine, Bretton Woods Conference held, First blood type classification, Telephone Invented, Polio vaccine approved, First photograph of Earth from Moon, Louvre Museum opens, First malaria vaccine approved, First Smartphone Released, First Man on the Moon, Facebook launched, First Telegraph Message Sent, COVID‑19 WHO pandemic declaration, Loving v. Virginia Decision, Six‑Day War begins, Colosseum inaugurated, Every Student Succeeds Act Signed, First artificial heart transplant","First blood type classification, First private spacecraft docks with ISS, Polio vaccine approved, Russia invades Ukraine, Women's Suffrage in U.S., Telephone Invented, Louvre Museum opens, First malaria vaccine approved, Barack Obama elected US President, First photograph of Earth from Moon, First Smartphone Released, First Man on the Moon, Facebook launched, First Telegraph Message Sent, Loving v. Virginia Decision, Six‑Day War begins, Colosseum inaugurated, Bretton Woods Conference held, COVID‑19 WHO pandemic declaration, Every Student Succeeds Act Signed, First artificial heart transplant","Russia invades Ukraine, First private spacecraft docks with ISS, Barack Obama elected US President, Women's Suffrage in U.S., Polio vaccine approved, Telephone Invented, First photograph of Earth from Moon, First blood type classification, First malaria vaccine approved, Facebook launched, First Smartphone Released, First Man on the Moon, Six‑Day War begins, Colosseum inaugurated, Every Student Succeeds Act Signed, First artificial heart transplant, COVID‑19 WHO pandemic declaration",0,0,gemini:gemini-2.0-flash
run_0022,How many days separate each successive event?,int.between_consecutive,"3 days, 19 days, 12 days, 18 days, 0 days, 16 days, 0 days, 7 days, 1 days, 17 days, 18 days, 9 days, 7 days, 1 days, 14 days, 0 days, 15 days, 16 days, 12 days, 2 days","Bretton Woods Conference held, Every Student Succeeds Act Signed, Facebook launched, First Man on the Moon, Barack Obama elected US President, Colosseum inaugurated, Polio vaccine approved, First private spacecraft docks with ISS, Women's Suffrage in U.S., Telephone Invented, First Telegraph Message Sent, Louvre Museum opens, Loving v. Virginia Decision, Six‑Day War begins, First artificial heart transplant, Russia invades Ukraine, First malaria vaccine approved, First Smartphone Released, COVID‑19 WHO pandemic declaration, First blood type classification, First photograph of Earth from Moon","Telephone Invented to First Telegraph Message Sent: 19 days
First Telegraph Message Sent to Louvre Museum opens: 10 days
Louvre Museum opens to Loving v. Virginia Decision: 8 days
Loving v. Virginia Decision to Six‑Day War begins: 2 days
Six‑Day War begins to First artificial heart transplant: 15 days
First artificial heart transplant to Russia invades Ukraine: 1 days
Russia invades Ukraine to First malaria vaccine approved: 16 days
First malaria vaccine approved to First Smartphone Released: 17 days
First Smartphone Released to COVID‑19 WHO pandemic declaration: 13 days
COVID‑19 WHO pandemic declaration to First blood type classification: 3 days
Every Student Succeeds Act Signed to Bretton Woods Conference held: 4 days
Bretton Woods Conference held to Colosseum inaugurated: 20 days
Colosseum inaugurated to Facebook launched: 13 days
Facebook launched to First Man on the Moon: 19 days
First Man on the Moon to Barack Obama elected US President: 1 days
Polio vaccine approved to First private spacecraft docks with ISS: 1 days
First private spacecraft docks with ISS to Women's Suffrage in U.S.: 8 days
Women's Suffrage in U.S. to First photograph of Earth from Moon: 2 days
First photograph of Earth from Moon to Telephone Invented: 18 days",0,0,gemini:gemini-2.0-flash
run_0022,Does First artificial heart transplant come before Six‑Day War begins?,int.precedes,no,No,No,1,1,gemini:gemini-2.0-flash
run_0022,List the events that occur between Bretton Woods Conference held and Polio vaccine approved.,list.between,"Colosseum inaugurated, Facebook launched, First Man on the Moon, Barack Obama elected US President","Facebook launched, First Man on the Moon, Barack Obama elected US President","Colosseum inaugurated, Facebook launched, First Man on the Moon, Barack Obama elected US President, First private spacecraft docks with ISS",0,0,gemini:gemini-2.0-flash
